ID,cluster,full_text,FAVORITE_C,QUOTE_C,REPLY_C,RETWEET_C,VIEWS_C
1755603613169434912,0,"RT @groen: ""Pesticiden doden bijen en andere noodzakelijke bestuivers. Pesticiden verzieken bodem en onze gezondheid. En Von der Leyen besl…",0,0,0,13,
1754775263081103711,0,"RT @UNGeneva: The conflict in Yemen has been ongoing for over 9 years, resulting in a dire situation for the population.🔺18.2 Mln people…",0,0,0,50,
1754774620039680292,0,"RT @miekeschauv: Europese trein zegt al jaren hetzelfde.  Klimaatneutraliteit tegen 2050. En ja, Europa rijdt verder. Want de klimaatverand…",0,0,0,23,
1754572485175992396,0,"RT @SteVaBu: Burgers en middenveld debatteren in @vlaparl 2,5 uur met @maximveys @RobrechtB @PlatteauEva @OnnoVandewalle en Elisabet Okmen…",0,0,0,2,
1754487406080729162,0,Ons programma voor de verkiezingen is klaar. Vol strijdlust zullen we onze standpunten aan de kiezer voorstellen. Het is helder waar Groen voor staat:Eerlijk klimaatbeleid dat iedereen meeneemt Eerlijke kansen voor iedereenGoede betaalbare zorg voor iedereenEnkel met Groen https://t.co/J2aObNg1gG,39,6,115,5,5059.0
1753745036951302427,0,RT @KrikkeBozzy: Blijkbaar zijn #mensenrechten linkse propaganda. Niet mijn mening maar de mening van de kleine nazi’s van @vlbelang jonger…,0,0,0,109,
1753402169288479152,10,"RT @SimonMoutquin: Oui, on peut convoquer l'ambassadrice israélienne pour ça. Et on peut aussi l'expulser pour :- La destruction de 70 % d…",0,0,0,40,
1753166004450930838,10,RT @antonioguterres: Everyone in Gaza is hungry.1.7 million people have been displaced.The humanitarian system in collapsing.I call f…,0,0,0,12736,
1745107813829902378,0,"In de toekomst zal de Kamer ook burgerberaden kunnen organiseren. Reglementair kader krijgt groen licht. Die mogelijkheid in een nationaal parlement is uniek, een belangrijke stap inzake democratische vernieuwing. @GuillaumeDef @GillesVdBurre https://t.co/LwNoIQiUcu https://t.co/KFIZwZFtGb",61,18,123,10,24051.0
1745109212810596431,0,Les commissions mixtes et les panels citoyens maintenant possibles au Parlement fédéral. Une ouverture démocratique inédite à ce niveau qui peut participer à retrouver la confiance entre la population et le monde politique. @kristofcalvo https://t.co/NwaAW9YO4n https://t.co/SsTFPQv0fK,19,4,10,4,2305.0
1745354367559938400,0,"@pmcg_t @kristofcalvo C'est aussi ça qui est super. Les citoyens et citoyennes tiré.e.s au sort peuvent toujours refuser de participer. Si ça vous arrive, eh bien, ne répondez pas. Bonne journée.",0,0,1,0,16.0
1745107706510254208,8,"C'est voté en commission, la Belgique ne va plus enfermer des enfants ! Grâce à @Ecolo et l’immense mobilisation de la société civile, l'interdiction de la détention d'enfants en centre fermé est ancrée dans la loi.Nous sommes le deuxième pays en Europe à le faire. https://t.co/nuTVzMaxLp",144,6,28,38,8995.0
1745107708443803801,9,"Pendant des années, la Belgique enfermait des enfants exilés malgré l'opposition du Conseil de l’Europe, du Comité des droits de l’enfant ou encore des ONG.Pour Ecolo c'est clair : tous les enfants ont le droit de vivre dignement, et ce indépendamment de leur statut migratoire.",7,0,1,1,359.0
1745107711002292321,0,"Enfermer un enfant a un impact désastreux sur lui et sa santé.Les études le montrent, même un court enfermement favorise chez les enfants les troubles psychologiques comme la dépression ou l'anxiété, mais aussi le suicide et les automutilations. C'est juste cruel.",4,0,2,1,352.0
1745107713250431006,0,"Cela contribue à traiter l’enfant dès son plus jeune âge comme un délinquant, alors que son seul “délit” est de ne pas être en ordre de titre de séjour. Ça mène à une exclusion et une stigmatisation qui, comme les séquelles psychologiques, auront des traces toute sa vie.",3,0,1,0,512.0
1745107715892957620,10,"Heureusement, ces pratiques inhumaines appartiennent aujourd’hui au passé.Mais tout n'est pas terminé. Nous devons continuer à nous battre pour qu'enfin la Belgique mène une politique d'accueil juste et humaine et que toutes les personnes exilées soient accueillies dignement.",5,0,0,0,469.0
1745120994904125866,8,@super_sophiee @Ecolo Un mineur = en dessous de 18 ans,2,0,3,0,277.0
1745121042039787606,8,@Thib3107 @Ecolo Non plus … surtout pas .,2,0,3,0,261.0
1732833801397547062,0,Un président de parti et des députés invités tous frais payés au Maroc qui se mettent à relayer la propagande marocaine sur le Sahara occidental ou qui réalisent des documentaires de propagande financés par le Maroc. Il est temps que la sûreté de l'Etat s'intéresse à ce sujet. https://t.co/VcZngVkwqE,116,17,51,45,16036.0
1730519582257934805,0,Deux poids deux mesures ?,3,0,0,0,78.0
1724467358914244810,0,"En parlant de #PFAS : saviez-vous qu’il y en a aussi dans les pesticides largement répandus dans nos champs ? Contrairement aux fuites industrielles accidentelles ou négligentes, ces gd quantités de polluants éternels sont pulvérisés dans l’enviro de manière intentionnelle. (1/6)",55,5,23,25,11820.0
1724467663148093931,0,Un rapport des organisations @genefutures  et @EuropePAN  a récemment révélé qu’un grand nombre de pesticides autorisés en Europe (37) et en Belgique (30) appartiennent à la famille des PFAS. (2/6),10,0,1,1,460.0
1724468038882230667,0,"@genefutures @EuropePAN Au total, ces 30 pesticides à base de PFAS autorisés sur le marché belge représentent 11% de toutes les substances actives autorisées sur le marché belge! Elles sont autorisées avec l'aval du Ministre fédéral de l'agriculture, Mr. Clarinval. (3/6)",13,0,1,3,555.0
1724468627053674645,0,"@genefutures @EuropePAN Parmi les substances autorisées, 5 font pourtant partie de la liste des produits ""candidats à la substitution"" de l’UE. En raison de leur nocivité, ces « candidats à la substitution » doivent être impérativement remplacés par des produits moins nocifs, chimiques ou non. (4/6)",9,0,1,2,445.0
1724469048602136851,0,"@genefutures @EuropePAN En juillet 2022, j’interpellais déjà le Ministre Clarinval quant à l’autorisation en BE d’un grand nbre de produits candidats à la substitution (44 sur 55!) sans aucun efforts pour en sortir. Il a botté en touche et ne s’est pas engagé à éradiquer ces produits dangereux. (5/6)",11,0,1,3,475.0
1724469332971856212,0,"@genefutures @EuropePAN Un an et demi plus tard, les 5 pesticides PFAS candidats à la substitution autorisés en Belgique sont toujours sur le marché!Quand on met sciemment des PFAS dans la nature, on ne doit pas s’étonner qu’ils se trouvent partout (et pour toujours)! (6/6)",13,0,1,1,385.0
1749701858011079114,8,"Bienvenue dans le Hainaut @kristofcalvo pour ce bel exercice de démocratie De la parole aux actes pour défendre la circonscription fédérale  🇧🇪Une nouvelle fois, les écologistes montrent la voie @Ecolo @groen #Belgique #Election2024 #choisirlavenir",12,0,19,1,1447.0
1749797940577632540,8,"@EricVDLINDEN @kristofcalvo @Ecolo @groen Avec une circonscription fédérale, ça serait possible !On y travaille 🤯",0,0,0,0,20.0
1748010957622661470,0,Un article à lire ! Une mise en lumière de ce qui pourri la politique 🇧🇪 aujourd'hui Une hyperpresidence du @MR_officiel qui joue avec l'avenir des belges comme il joue à la bourse. Notre démocratie mérite mieux que ça !#Belgique #democracy,2,0,0,0,75.0
1748003260013613364,0,"Quand une marchandise vaut plus qu'une vie humaine, c'est notre humanité qui disparaît #CEASEFIRE_NOW",3,0,0,0,72.0
1747516988337881458,0,"Suite à l'agression de l'Ukraine, les Russes sanctionnés lancent des menaces d'arbitrage contre le gel de leurs fonds en Belgique.Ce serait le monde à l'envers que nous devions payer des milliards € aux oligarques russes!Il faut dénoncer ce traité.https://t.co/UXi13ihmcK",22,2,10,6,4203.0
1747547341383487600,0,"@Valaraukar3 L'article 5 du traité bilatéral d'investissement prévoit des indemnités... d'où le terme ""payer"". Des arbitres privés pourraient très bien mettre de côté les règles européennes s'ils les jugent abusives.",1,0,2,0,87.0
1747606228002275828,0,"@DamienCharlotin Bien sûr, en MP car pas possible de joindre un doc ici",0,0,1,0,46.0
1747548521442504990,0,"@Camuduverseau1 Hahaha 🤣 oui, dites-moi?",0,0,1,0,63.0
1745107881832202670,10,"La @VBOFEB propose de stopper l'indexation des salaires.Arrêter un mécanisme qui a permis à de nombreux belges de pouvoir se payer à manger, de se chauffer, la belle mauvaise idéePar contre, on peut arrêter l'augmentation des CEOIls ont déjà bien trop de frics#salaire #ecolo https://t.co/cZiMwsYkFG",1,0,1,0,58.0
1744993967819657661,10,"Belgique, 2024 : une artiste termine au commissariat pour avoir saisi la scène afin de dénoncer un massacre à ciel ouvertC'est effrayantPrendre la parole pour dénoncer l'horreur ne doit jamais être puni Il en va de la survie de notre démocratie#CeasefireNOW#Palestine",5,0,4,0,511.0
1744993969640005679,0,"La haine s’infiltre, s’insinue partout. Les actes ignobles de l’IDF succèdent à l’horreur du Hamas. Et il n’est pas possible de le dénoncer sans se retrouver mis en porte à faux. Sans être accuser d'être de complice de la violenceMais comment en sommes nous arriver là ?",2,0,1,0,35.0
1744993972609589519,10,"Nous devons revenir à la raison. L’histoire en est témoin, s’enfermer dans les mécanismes de la haine mène à l’innommable. Aujourd’hui Gaza est une zone de mort. Aujourd’hui des enfants meurent pour être nés sur un bout de terre que d’autres leur exigent.",2,0,1,0,57.0
1744993975348383966,10,Face à l'horreur nous devons agirIl est impératif de se mobiliser contre toutes menaces de génocides La Belgique doit saisir la cours international de justiceC'est là l'action de @pdsutter &amp; @GeorgesGilkinet  au sein du gouvernement 🇧🇪#Belgium#ICJ_Impose_Ceasefire,4,0,0,0,92.0
1744829610930360357,10,Nous ne pouvons pas fermer les yeux sur ce qu'il se passe.Les crimes doivent cesser.L'horreur doit prendre finPour l'humanité #CeaseFireInGaza #Genocide_of_Palestinians,9,1,11,0,1539.0
1744380776446132247,0,La légèreté avec laquelle @CharlesMichel abandonne le poste pour garantir sa carrière en dis long sur le sens des responsabilités et du collectif au sein du @MR_officiel On ne vit définitivement pas dans le même monde...,4,0,2,1,351.0
1744380204661801034,9,Cette vidéo me glace le sang.L'extrême droite revient. Ce n'est pas juste des idées. C'est de la haine.Le remous nauséabond de l'histoire  doit être combatu avec force.Partout#nopasaran,1,0,0,0,76.0
1737429461815984130,0,"""🎶Ils ont fait barrage, ils ont fait barrage🎶""#LoiImmigration #PJLimmigration https://t.co/a2H0csbdCC",4,0,1,0,130.0
1735401221719281955,9,"Droit au changement de nom : cette fois, c’est voté 🥳 @Ecolo https://t.co/OdtfawOFzY",60,6,26,9,10676.0
1735700793095848306,0,"@DEFLANDRE7 @GeofRoucourt Ce n’était bien sûr pas encore faisable en Belgique sinon nous n’aurions pas fait cette loi ! Ce qui est déjà faisable c’est d’attribuer les 2 noms à ses enfants, pas de changer pour soi-même en tant qu’adulte",1,0,1,0,34.0
1736165187273605629,9,"@DEFLANDRE7 @GeofRoucourt Oui c’est possible dans des cas très restreints. Ici on crée un droit pour chaque personne majeure, beaucoup plus rapide et sans devoir se justifier par un gros dossier",0,0,1,0,33.0
1732809725954109853,9,"Un droit à changer de nom : ce sera bientôt une réalité, si le vote ce soir sur ma proposition de loi confirme le vote positif intervenu en commission 🥳",38,2,13,1,3740.0
1735732583839781333,0,"@RaBismmil C’est passé, finalement hier soir !",0,0,0,0,10.0
1735701332206526659,8,@KlauzWits @Ecolo Je ne suis pas sûre que vous cherchez une réponse sérieuse mais vous seriez étonné du très grand nombre de messages et réactions montrant que beaucoup de personnes souhaitaient cette avancée. Elle n’enlève par ailleurs rien à ceux qui s’en fichent,2,0,3,0,83.0
1735730623778533733,8,@KlauzWits @Ecolo En même temps quand on vomit sur les gens il n’est pas très étonnant que la motivation à répondre soit difficile à trouver,0,0,1,0,27.0
1735705998625513868,9,"@MarcOrelII @GeofRoucourt Amusant ce commentaire quand justement c’est à la suite de nombreux contacts citoyens qui me relataient cette demande que j’ai travaillé en ce sens. Après, vous avez bien le droit de n’en avoir rien à faire personnellement, ça ne changera alors strictement rien à votre vie",1,0,2,0,23.0
1735705409418056117,0,"@LViajos @GeofRoucourt Ça tombe bien, si ça ne vous intéresse pas il n’y a aucun impact pour vous",1,0,1,0,18.0
1735702217351430474,9,"@ArMaDA_LeFreRoT @Ecolo Le fait que vous utilisiez ce droit pour vous n’aura pas d’impact sur le droit de votre fille d’utiliser ce même droit pour elle une fois majeure. Et si elle porte déjà votre nom, le changement que vous effectuez pourra s’appliquer à elle automatiquement",1,0,0,0,67.0
1735701917920071972,9,@Fundji3 @Ecolo Ah bon ?,0,0,1,0,82.0
1735701770221826481,9,"@CC8OO71 @Ecolo C’est votre droit le plus strict mais merci néanmoins de m’en faire part. Les très nombreuses personnes que ça intéresse sont heureuses et les autres n’ont pas besoin de s’en préoccuper, ça ne change rien pour elles",4,0,1,0,77.0
1735557603986411669,0,Merci @Mohamed_hndz les témoignages comme le tien sont là raison pour laquelle j’ai déposé ce texte !,10,0,2,1,870.0
1733131839483588919,0,"@BrkJaymielee D’ici l’été prochain. Le vote final interviendra finalement le 14 décembre, et il faut ensuite encore quelques mois pour publication officielle et organisation des communes qui auront à gérer les demandes ☺️",2,0,1,0,46.0
1733131527989441004,9,@GustinMaxime Pour l’instant ce texte ouvre le droit aux majeurs pour eux-mêmes. Donc pas aux parents qui veulent rectifier le nom de leurs enfants. Mais je suis d’accord qu’il y a matière à une évolution législative à cet égard également !,1,0,1,0,48.0
1732784339597791506,0,Un débat intéressant et animé ! Merci 🙏,7,0,0,0,762.0
1713454146366423257,0,@CHANSONRomain Trop cool le pins!! Il est a toi?,0,0,1,0,8.0
1684644778644832257,0,@CHANSONRomain Ta préf évidemment 😆,1,0,0,0,7.0
1682106328859176962,0,@CHANSONRomain Ah ouai 😱,0,0,0,0,7.0
1654975241167175681,9,@CHANSONRomain C'est juste a côté de chez toi non?,0,0,1,0,6.0
1712769598322270305,10,Israël gebruikt witte fosfor in Gaza. Een verschrikkelijk wapen om in te zetten in dichtbevolkt gebied. Ontoelaatbaar.De stilte vanuit de Europese Unie is beschamend. https://t.co/nwBEbVa98A,671,13,314,139,66322.0
1458169212237668370,0,"Beeld u in.Een Vlaams klimaatbeleid dat zich niet grimmig en onredelijk blindstaart op sabotage van federaal. Maar dat bruist van ambitie, frontrunner is in de EU, en positief samenwerkt met andere bevoegdheidsniveaus.Daar zou je als Vlaming toch gewoon trots op zijn?",349,30,1060,36,
1749341974488912033,8,Een kiescampagne moet ook een nationale ideeënstrijd zijn 💚🇧🇪 @Ecolo @groen https://t.co/dbfyDzWTWk,104,19,118,22,38974.0
1748393314590548204,10,"🕊️ België durft.Door de Vivaldi beslissing, zijn we 1 vd weinige EU landen die zich positief uitspreekt over Zuid-Afrika/Int Gerechtshof 🇧🇪✅ Vertrouwen id procedure✅ Steun voor beslissing IGH✅ Mogelijke tussenkomst in komende weken✅ Pleiten voor direct staakt-het-vuren",61,3,97,6,8092.0
1745825936883237310,0,"Het was een heftig debat #dekamer gisteren, over de crisis in Gaza.Veel argumenten passeerden de revue, maar enkele verdienen een weerwoord.Hier een draadje 👇🧵",41,1,40,9,8694.0
1745825938879697381,10,"1/ ""België kan zich moeilijk aansluiten bij de procedure van Zuid-Afrika."" (Van Tighelt)❌Via art.62 of art.63 statuut Internationaal Gerechtshof kan België betrokken worden, als we dat wensen.Het genocideverdrag verplícht landen trouwens tot actie bij risico op genocide.",6,0,3,0,310.0
1745825940687462507,0,"2/ ""In 2004 werd Israël veroordeeld voor de muur op de West Bank en dat haalde ook niets uit"" (Lachaert)❌Toen ging het om een niet-bindende opinie. Dat is verschillend van de huidige procedure. De case van Zuid-Afrika nu weegt heel wat zwaarder.",5,0,1,0,295.0
1745825942499455090,10,"3/ ""Er is geen gelijkaardige klacht tegen Hamas, schande!"" (De Maegd)❌Natuurlijk niet, want het Internationaal Gerechtshof behandelt enkel zaken tussen landen.Er is wél een onderzoek bij het Internationaal Strafhof en, terecht, ook naar de terreur van Hamas op 7 oktober.",7,0,2,0,568.0
1745825944340763028,10,"4/ ""Wat haalt het uit, Israël zal een veroordeling toch negeren"".❌Misschien. Maar als het Gerechtshof de komende weken Israël maatregelen zoals staakt-het-vuren oplegt, is dat een primeur en een forse vingerwijzing. Dat zal Israël verder isoleren. Daarom is dit belangrijk.",7,0,4,0,558.0
1735660822402158744,0,“De kant van het licht” aan het werkBeeldfragment is van de Israëlische krant @haaretzcom,24,2,22,10,3726.0
1735315504594641118,0,"@BIHETMathieu J'aurai voulu qqch de plus positif .... Renouvelable oui SVP. comme ingénieur, je reste opposé au nucléaire. Dangereux, russe, très cher, trop lent. Le renouvelable (r)est(e) l'avenir !. Le nucléaire (r)est(e) le passé.",2,0,1,0,55.0
1654016229340790784,8,"@thomasgunzig Bravo, vous tombez (par hasard? ) sur les propositions d'ecolo.",0,0,0,0,10.0
1621084035022741504,8,@DamienERNST1 @Ecolo De rien ! Entre ingénieurs ... restons scientifiques d'abord.,0,0,0,0,21.0
1600913892737445888,0,@Mathieu___L Merci pour cette remarque !,0,0,0,0,
1579797630926061568,8,#PlusVertPlusJustePlus d'égalité H-F. J'avais déposé une proposition de loi en 2021 pour mettre fin à cette discrimination. Le budget pour mettre en œuvre la mesure est prévu en 2023. @Ecolo https://t.co/2G40h7La54,34,2,1,13,
1547618325210927105,0,"@adelaidecharli2 Non Adélaïde, ce n'est pas normal. .... Moi aussi, j'ai peur de l'été .... et de l'hiver qui vient (mais pour d'autres raisons).",2,0,0,0,
1534906457728090112,8,@N_Boukili @Ecolo @groen @SVHecke Nous avions reçu une partie importante du rapport jeudi passé.... il y a une semaine. Le règlement a été suivi. Merci aux services et à la présidence d'avoir fait respecter le règlement.,0,0,1,0,
1468220972348100615,0,"@adelaidecharli2 Au parlement, il y a de nombreux jours où on se sent très inefficace et puis .... Voilà un vote qui va protéger nos (petits) enfants... fier d'y avoir contribué.",0,0,0,0,
1468209175931109380,0,@nblanchart @GLBouchez Ce qui est excessif est insignifiant,0,0,0,0,
1448672308273504258,9,@babgi Selectionnez production plutot que consommation (en haut à droite) ...Interessant aussi de voir le prix 144 eur en DE 160 en FR et en BE,0,0,0,0,
1415688496182960129,0,"@DamienERNST1 @grosfilley @TinneVdS Nous importerons des molécules ! biogaz, H2, CH4, .... ne faites pas semblant de ne pas savoir ! nous en avons parlé ensemble !",0,0,0,0,
1415659946193133571,0,@PYDermagne @Ovif8 Courage !,0,0,0,0,
1415657932524560389,0,"@DamienERNST1 @ENGIEelectrabel la crue contre laquelle le site est protégé, dite crue de référence, correspond à un débit deMeuse de 2615 m 3 /s -.. On en est là : https://t.co/uIr31LcVCI",3,0,0,0,
1415353715243077633,0,@vanranstmarc inderdaad !,0,0,0,0,
1415352380875583494,0,"@Emmanuel_microb Oui, c'est une vingtième commune, qui travaille, qui survit difficilement, dont les enfants sont dans nos écoles et voient l'injustice quotidienne du statut de leurs parents. Sans doute, des loueurs, des employeurs profitent d'une législation indigne. A chacun son public",0,0,0,0,
1747915141520248843,10,"Le droit international ne peut être ""à la carte"". Nous avons une obligation d'agir en vertu de la Convention pour la prévention et la répression du crime de génocide. https://t.co/I5Y0ak2tk8",22,2,10,10,1402.0
1745770009144553669,8,"Bienvenue à Laurence Willemse @lauwill ! Les collègues du groupe Ecolo au parlement bruxellois gagnent une députée dynamique, motivée et surtout, schaerbeekoise. ;-) Merci à @ZoeGenot pour son travail et son parcours et bonne chance dans sa nouvelle vie !  https://t.co/897dfVNAKp",9,0,2,0,268.0
1745744858734575825,10,"Je suis évidemment signataire de cet appel de (à ce jour) 391 parlementaires du monde entier appelant à un cessez-le-feu immédiat, la libération des otages et l'ouverture à l'aide humanitaire à Gaza. Les violations des droits humains doivent cesser. https://t.co/bGAADqmKSl",5,0,6,0,516.0
1749697724528705863,0,Ik ben in elk geval blij dat nog voor de verkiezingen de maskers afvallen… https://t.co/AT6lIv9KDa,25,1,54,4,3591.0
1658498470339125252,0,"Bonne nouvelle en direct de la  commission des affaires sociales que je préside pour la 1è fois : le ministre est favorable à un gel de la dégressivité des allocations quand un demandeur d'emploi se forme dans un métier en pénurie. Dans tous les cas. Et bien voilà, avançons !",11,0,0,2,457.0
1600112718198894592,0,"⚡️💰 En Commission, nous venons de voter le texte de @TinneVdS pour récupérer près de 3 milliards € de surprofits réalisés dans les secteurs gaz/électricité.✅ Nous l'avions promis, nous l'avons fait. Personne ne peut se faire de l'argent sur le dos de la guerre. https://t.co/QmvGIZUZDy",92,12,78,19,
1600131702780620800,8,@LucieRsl_ @TinneVdS @BuystKim @Ecolo @groen @SLaveleye Sous impulsion de @TinneVdS justement... ;-) et le texte belge est plus ambitieux que l'UE tant sur la durée que le coût (130€/MWh)https://t.co/rF0w1F8GLK,3,0,2,0,
